scanID,Status,Frame0,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15,3dPose,Subset,npIndex
64792d6d321efb58e08833df876fdf21,,,,,,,,,,,,,,,,,,,train,450.0
1bdbd76b8e1c2a8651262f857ed5f046,,,,,,,,,,,,,,,,,,,train,126.0
2d90d211af56b5ebf7e5b435cb1c24ec,,,,,,,,,,,,,,,,,,,train,200.0
ec4ace4502471907f4fee9fb2536884c,,,,,,,,,,,,,,,,,,,train,1151.0
c684f056e0b991d23b27cb42e1005c29,,,,,,,,,,,,,,,,,,,train,968.0
3a465a563e191135c396ba0fb608a844,,,,,,,,,,,,,,,,,,,train,254.0
31a1fd52eb0d58494a8f2f472a4e9926,,,,,,,,,,,,,,,,,,,train,218.0
06ff02c1f431d0c21b945b4ea459cc88,,,,,,,,,,,,,,,,,,,train,24.0
4e400a40fb57cb44bfa0019fc8ebb63b,,,,,,,,,,,,,,,,,,,train,352.0
a5612a558c0564e4d5415b24d08f032c,,,,,,,,,,,,,,,,,,,train,795.0
81ece36076b9a707e5e4a0b25056b408,,,,,,,,,,,,,,,,,,,train,584.0
5395f4275f65bfd9bd14d93e3a776923,,,,,,,,,,,,,,,,,,,train,368.0
496ec724cc1f2886aac5840cf890988a,,,,,,,,,,,,,,,,,,,train,327.0
41210ff13f71ce2f3b3fd420c38a776e,,,,,,,,,,,,,,,,,,,train,282.0
c0c125567e995e4a08a13a0574b61a8c,,,,,,,,,,,,,,,,,,,train,937.0
92447e0dccf16de23066830b85ef1445,,,,,,,,,,,,,,,,,,,train,698.0
faa3d6f358099ee2b091a5b87feca844,,,,,,,,,,,,,,,,,,,train,1219.0
bb860237fa71def388c4d8cb5c057768,,,,,,,,,,,,,,,,,,,train,908.0
98e79a754f4104eff17000cc1a0d50c7,,,,,,,,,,,,,,,,,,,train,728.0
4d145eed143a972c0a19c9c4ec88524f,,,,,,,,,,,,,,,,,,,train,347.0
f97e59ce6a75340e260d950a096aea44,,,,,,,,,,,,,,,,,,,train,1215.0
a1fbdec9753f843fb8e0c4296984ca79,,,,,,,,,,,,,,,,,,,train,774.0
7be32cef8b55d2cfa63f76fb65b96032,,,,,,,,,,,,,,,,,,,train,562.0
587667720375ac59a2da1424773ad84c,,,,,,,,,,,,,,,,,,,train,391.0
ca07100aeab1c1e2b8c344abfcc2ca16,,,,,,,,,,,,,,,,,,,train,979.0
5e327948c6493f2c4c8e5d1c6002fac4,,,,,,,,,,,,,,,,,,,train,428.0
f412f718c4ef81b6a7ce4b46651596ce,,,,,,,,,,,,,,,,,,,train,1188.0
9bc461390c9bad0851f8caf73ca46be4,,,,,,,,,,,,,,,,,,,train,741.0
5bbd2431b8f3cf5eece01792ada79ec6,,,,,,,,,,,,,,,,,,,train,413.0
56c75c657eb93827a955499f91929407,,,,,,,,,,,,,,,,,,,train,382.0
6b72f4a2649285613b507065f12f9c90,,,,,,,,,,,,,,,,,,,train,487.0
2b19f9c03a3a690ace57d7ef2d1de91c,,,,,,,,,,,,,,,,,,,train,195.0
402bcaa39d6e36a90bf314207b110fa7,,,,,,,,,,,,,,,,,,,train,279.0
87ab2075c257d92ec4bcb675b11d460f,,,,,,,,,,,,,,,,,,,train,630.0
e3d0b351d11d49b2d3e69e41a9260ea0,,,,,,,,,,,,,,,,,,,train,1110.0
9c415c32800ee8f3a3e940086ccddbdd,,,,,,,,,,,,,,,,,,,train,742.0
8438a4ad2a1dbb3a79d6595349390e8f,,,,,,,,,,,,,,,,,,,train,606.0
80f5b34aa8c962cc30138bc9c70343b5,,,,,,,,,,,,,,,,,,,train,579.0
346fc1c788ad7fb4da5a11f3bfb07d28,,,,,,,,,,,,,,,,,,,train,232.0
76ce1149faeced69afa3dc256869d0d8,,,,,,,,,,,,,,,,,,,train,538.0
c53ef4c75b858f9ac2c9f8ae8f250a5b,,,,,,,,,,,,,,,,,,,train,960.0
a33e9868c7f182bb764aa63f00ca5970,,,,,,,,,,,,,,,,,,,train,785.0
742c1108ff62fac7b656c25e10ff2e32,,,,,,,,,,,,,,,,,,,train,530.0
8b302b032be68618c85d4fffd32aae2b,,,,,,,,,,,,,,,,,,,train,654.0
c4a42794f84557489445b47b5e780827,,,,,,,,,,,,,,,,,,,train,957.0
8a6a19a8c22deefec4646da986c45c86,,,,,,,,,,,,,,,,,,,train,647.0
cb87ae3f34a5d684efcbc77c2ff94ba1,,,,,,,,,,,,,,,,,,,train,990.0
e05f6b1f43da2b6cffdb1fcf2e3bb930,,,,,,,,,,,,,,,,,,,train,1086.0
fa33b3e3464e9c745cd93737c69e6c52,,,,,,,,,,,,,,,,,,,train,1217.0
a65eb498622c041316564357284d7633,,,,,,,,,,,,,,,,,,,train,798.0
afbc1bfc5487259b75f046aa02df9bdc,,,,,,,,,,,,,,,,,,,train,844.0
e90b05c111e7f0899d32bd2bad832961,,,,,,,,,,,,,,,,,,,train,1132.0
101f6614e88de51d424770caa52669d9,,,,,,,,,,,,,,,,,,,train,66.0
f5283ffe7e484ffc640ebcf62b534f7b,,,,,,,,,,,,,,,,,,,train,1193.0
2611291b0e0dba2c1ae84bff39a6cdc0,,,,,,,,,,,,,,,,,,,train,168.0
91116a57f912f23c9213f29ce7a4bcd2,,,,,,,,,,,,,,,,,,,train,693.0
9fd4fd44b2d5fd717db174afb56cde9e,,,,,,,,,,,,,,,,,,,train,765.0
14caf211cf15ef21055d859fd30d53ad,,,,,,,,,,,,,,,,,,,train,86.0
ed175cf6c3374241cd0216a539b9080a,,,,,,,,,,,,,,,,,,,train,1155.0
852259eba484999d36d69a3448e57684,,,,,,,,,,,,,,,,,,,train,616.0
6574d7241cad5f378da7dce9dfec4cd0,,,,,,,,,,,,,,,,,,,train,454.0
fb397be3a8a1e9312d8b97a95bc97ae6,,,,,,,,,,,,,,,,,,,train,1225.0
b2aef1eb2d498341049cd1ca6c99e06e,,,,,,,,,,,,,,,,,,,train,856.0
4275a47cbd350f67c9691d7b52313ac1,,,,,,,,,,,,,,,,,,,train,294.0
ccb777fff43eb62e3b49c39a653f6382,,,,,,,,,,,,,,,,,,,train,998.0
42181583618ce4bbfbc0c4c300108bf5,,,,,,,,,,,,,,,,,,,train,291.0
8dd32e9c6b938487628f8da41928fcf2,,,,,,,,,,,,,,,,,,,train,675.0
3de88afea1b8fd356b119c5b44dcb47e,,,,,,,,,,,,,,,,,,,train,269.0
f1941609d33a7a3bd0b7f5131fe647c7,,,,,,,,,,,,,,,,,,,train,1178.0
d904d73f5e53eed05fef89ce0032fc1c,,,,,,,,,,,,,,,,,,,train,1058.0
cd9397bc7f83da45848a955314cac2b2,,,,,,,,,,,,,,,,,,,train,1005.0
d360f28e70e6ec1aabb8a2ef5237491d,,,,,,,,,,,,,,,,,,,train,1030.0
49c8336f2a448c245088a04a05247790,,,,,,,,,,,,,,,,,,,train,331.0
97c9d87505f6a2700fb52ba2454266d8,,,,,,,,,,,,,,,,,,,train,722.0
37b442f983a770bad2d88e0cc8e4cfe1,,,,,,,,,,,,,,,,,,,train,244.0
dc04f54b3a443d3010928178ca7115b0,,,,,,,,,,,,,,,,,,,train,1073.0
cfc67388fd826481f71ce414d16b9f16,,,,,,,,,,,,,,,,,,,train,1015.0
23f25d09a5d8bf0d21df31ee78bd848a,,,,,,,,,,,,,,,,,,,train,156.0
ba5071183319f820d0ef5d30136ee462,,,,,,,,,,,,,,,,,,,train,902.0
4e506b0472c3a3017c2d3079b363758e,,,,,,,,,,,,,,,,,,,train,353.0
a34493e6552b70f900ea21ed88e642b5,,,,,,,,,,,,,,,,,,,train,786.0
c34880617595ab889c7d6733c6d82c5e,,,,,,,,,,,,,,,,,,,train,946.0
383c188c66d24b641083e69a7e94941d,,,,,,,,,,,,,,,,,,,train,246.0
6ed6264233a8edff17163f9fa5f515a7,,,,,,,,,,,,,,,,,,,train,507.0
1eedc349bd89c6eb14f1ff73f5821e27,,,,,,,,,,,,,,,,,,,train,144.0
a7966057a6b679ffc404cbc1e87768c6,,,,,,,,,,,,,,,,,,,train,804.0
865aea073a3439d7fadfe2edfe1839ff,,,,,,,,,,,,,,,,,,,train,621.0
950005cf4fb67753726c31f41bc942e8,,,,,,,,,,,,,,,,,,,train,708.0
8acf4f20110ea02a9fe1352c92ab352f,,,,,,,,,,,,,,,,,,,train,649.0
4c32e1b460937a1ce348abe54e23cca5,,,,,,,,,,,,,,,,,,,train,341.0
9d340a2292b91b6d365091dcec525c53,,,,,,,,,,,,,,,,,,,train,748.0
f859802d4f5cec2b3220725ce54b3322,,,,,,,,,,,,,,,,,,,train,1208.0
adc28b596accd5039620bfef68feacf3,,,,,,,,,,,,,,,,,,,train,832.0
80f51608a8495fc7ab0413b9bb8a97ca,,,,,,,,,,,,,,,,,,,train,578.0
14f44a8d741ff33faccfc18f7cde6668,,,,,,,,,,,,,,,,,,,train,87.0
b4c1c35060baefabf07bd5b08b9d7886,,,,,,,,,,,,,,,,,,,train,869.0
e38dcb351fe15acd74d1b0352c0e0e48,,,,,,,,,,,,,,,,,,,train,1108.0
d27178f5d1d6ac05f9bbe9dc0158d784,,,,,,,,,,,,,,,,,,,train,1026.0
8c74804799996ecb5ea45272ef387e41,,,,,,,,,,,,,,,,,,,train,666.0
c5a51ade7b99da743f5190a130f3336a,,,,,,,,,,,,,,,,,,,train,963.0
9aeb4c826a79835c04428163b2805507,,,,,,,,,,,,,,,,,,,train,738.0
7828d838474e3b54306a164d1ba6419d,,,,,,,,,,,,,,,,,,,train,545.0
4a87bc1feecd57997677597f81af0716,,,,,,,,,,,,,,,,,,,train,333.0
adf2e22d579cbfb345585ca757c4db58,,,,,,,,,,,,,,,,,,,train,835.0
9657d70069ba334ec5e7dad5aa189aea,,,,,,,,,,,,,,,,,,,train,715.0
63781f8e65112e3f7bdc54394abc2310,,,,,,,,,,,,,,,,,,,train,449.0
888577ffe6e13cb4e9c8e4d7b1e4b924,,,,,,,,,,,,,,,,,,,train,633.0
67c9808b9da7c2cc4fcc3341797a61e1,,,,,,,,,,,,,,,,,,,train,470.0
cbc5410d54d2ff5f3b3b818c9589e53c,,,,,,,,,,,,,,,,,,,train,993.0
84312f6fe146f36c0da50a60cb4b3b70,,,,,,,,,,,,,,,,,,,train,605.0
bd12691a1979ac54dbfd3cee25aee894,,,,,,,,,,,,,,,,,,,train,917.0
32c02b878c90e0a2b2a6d02bef41943c,,,,,,,,,,,,,,,,,,,train,223.0
9fbb8962adbe0cdcdea4bed068ab2d18,,,,,,,,,,,,,,,,,,,train,764.0
8b017fe8983c237cc503c6a05fdab401,,,,,,,,,,,,,,,,,,,train,652.0
4d254b5690277f9446c82a81bb7ac56e,,,,,,,,,,,,,,,,,,,train,348.0
add2684a012995623220bebb489e1aa5,,,,,,,,,,,,,,,,,,,train,834.0
b841d8010bae6bd1a14e9f36125892f5,,,,,,,,,,,,,,,,,,,train,892.0
ff4943024cb698b2258abd66fa6d6d62,,,,,,,,,,,,,,,,,,,train,1242.0
07d04f2ba71419b0d7228f2c50c14318,,,,,,,,,,,,,,,,,,,train,29.0
e362c54c67d38e9d77d929bbe2889646,,,,,,,,,,,,,,,,,,,train,1106.0
b93f543e66317a22645be549dc1c008a,,,,,,,,,,,,,,,,,,,train,898.0
ddd3c78c0af70e8d41cdf609347bfc21,,,,,,,,,,,,,,,,,,,train,1079.0
88de0795410e7fe94d1c86868a3ca053,,,,,,,,,,,,,,,,,,,train,635.0
187fb698cc05bbf0943e53d6246eda41,,,,,,,,,,,,,,,,,,,train,110.0
751eeccb4219a04b7f3c6be293003054,,,,,,,,,,,,,,,,,,,train,531.0
aa9a73ebeb8b2f731713d05ebe1ba920,,,,,,,,,,,,,,,,,,,train,817.0
0097503ee9fa0606559c56458b281a08,,,,,,,,,,,,,,,,,,,train,4.0
3a21267c34766a8903a5448445db60d0,,,,,,,,,,,,,,,,,,,train,253.0
0fd54393dce1f55b5a4d7e30b8642158,,,,,,,,,,,,,,,,,,,train,64.0
838462cf0fb5f9a44fed18dcccd61481,,,,,,,,,,,,,,,,,,,train,599.0
e1015cda16ab447880b50054bfa6fac4,,,,,,,,,,,,,,,,,,,train,1091.0
630db444dfa39d87671dce7e4163a009,,,,,,,,,,,,,,,,,,,train,447.0
5891b5ec0d20533cbf0559e903773936,,,,,,,,,,,,,,,,,,,train,392.0
e16f8fbfc1d6abc2eeb554a12420f936,,,,,,,,,,,,,,,,,,,train,1095.0
cddfaa5490d6de11f0972767f944dfb6,,,,,,,,,,,,,,,,,,,train,1007.0
5cd556902ceffbd521870f23d04610fb,,,,,,,,,,,,,,,,,,,train,419.0
16eb63b55c0ab56b543fae2d988bdfcb,,,,,,,,,,,,,,,,,,,train,101.0
c529d5aa421a166b4e4051bba581a7a3,,,,,,,,,,,,,,,,,,,train,959.0
ebafd22fe81e79d1b93fa53bf0cfc79a,,,,,,,,,,,,,,,,,,,train,1147.0
7937949be388818d91766d2566f0e8cf,,,,,,,,,,,,,,,,,,,train,551.0
8f03d97033b8047a49ad1042f4176aa9,,,,,,,,,,,,,,,,,,,train,683.0
a1dab2b6bbdfec641c63b14c63eecc8f,,,,,,,,,,,,,,,,,,,train,773.0
43104359ffec7bd07385479d840ef5b5,,,,,,,,,,,,,,,,,,,train,295.0
5607fa30e4ae5e953223da36823639b7,,,,,,,,,,,,,,,,,,,train,379.0
a77ec7472e5712701f042a10bbef4ce4,,,,,,,,,,,,,,,,,,,train,803.0
29b2f320f282101f0e1b7611d0269e56,,,,,,,,,,,,,,,,,,,train,187.0
e86230438a2d639091e811f7145c263c,,,,,,,,,,,,,,,,,,,train,1128.0
1cef83028272a04070fbdffae5796a87,,,,,,,,,,,,,,,,,,,train,132.0
841aa634fd1d971479ce2def2e5f4cb9,,,,,,,,,,,,,,,,,,,train,604.0
7724e79d4e24c775156d55db337ac6d6,,,,,,,,,,,,,,,,,,,train,539.0
819016c56026f7fd1233260fe4d377e9,,,,,,,,,,,,,,,,,,,train,582.0
c24ed8719bb7f1176b06888d2817623b,,,,,,,,,,,,,,,,,,,train,940.0
a0647cef1d17604a89502f6bd0e0b405,,,,,,,,,,,,,,,,,,,train,767.0
3fcbc91d7128c0283b1dbf169ad56063,,,,,,,,,,,,,,,,,,,train,277.0
670cc4710314286a612404d80b8ca751,,,,,,,,,,,,,,,,,,,train,462.0
9abe3c08d8249be9bf2c6e5d43e3444c,,,,,,,,,,,,,,,,,,,train,736.0
db44e0a5c630f31e41b8a1060bc48615,,,,,,,,,,,,,,,,,,,train,1067.0
1f0ecd9585289e8848549575223caaeb,,,,,,,,,,,,,,,,,,,train,145.0
f36dceffa5f39f0f59572d3f596fe8ad,,,,,,,,,,,,,,,,,,,train,1187.0
0a27d19c6ec397661b09f7d5998e0b14,,,,,,,,,,,,,,,,,,,train,39.0
90860cf17179d6b8c66d0709806155fd,,,,,,,,,,,,,,,,,,,train,691.0
88f67dc3c5173d16411cefdec35b6ecc,,,,,,,,,,,,,,,,,,,train,638.0
ab0b1d691aa92456f93c8392a0ec1f9c,,,,,,,,,,,,,,,,,,,train,819.0
f6aa79cb1b8f487ab0dfd0c9a3943b50,,,,,,,,,,,,,,,,,,,train,1203.0
255061b8296ef90d2a885e55cbf63c7a,,,,,,,,,,,,,,,,,,,train,165.0
bfda2d47e8a9fc79cedc4013cc84699e,,,,,,,,,,,,,,,,,,,train,929.0
172acab0b917b44f946c94051feab878,,,,,,,,,,,,,,,,,,,train,104.0
190e91556f1e3e63fc40938bcb27d8b2,,,,,,,,,,,,,,,,,,,train,112.0
569108f79d15260eafcc44dabfcc9525,,,,,,,,,,,,,,,,,,,train,380.0
f64b4bcc2c8fcfdc3e2f603a6c2c7365,,,,,,,,,,,,,,,,,,,train,1202.0
5a6122a9c7b29434c985dac7f6f2a5d6,,,,,,,,,,,,,,,,,,,train,403.0
8db2645372fe8c4fcb62319a70deb914,,,,,,,,,,,,,,,,,,,train,674.0
9f1b80be911f6ec2f5617f9e37a0bbc3,,,,,,,,,,,,,,,,,,,train,759.0
b8fc0bcbd1cc95db4d2887fa3c40ac5e,,,,,,,,,,,,,,,,,,,train,895.0
e1db972735834887e6d8b5a68d84e76f,,,,,,,,,,,,,,,,,,,train,1098.0
7d8935f1992f7df23cb5d1cf2c987a63,,,,,,,,,,,,,,,,,,,train,567.0
f0910303658481095affb3f3dcf698c9,,,,,,,,,,,,,,,,,,,train,1173.0
b54bd58453658571932fe8150f95855e,,,,,,,,,,,,,,,,,,,train,874.0
cbc6f0a3be3d802fc3d2bd45c183a49d,,,,,,,,,,,,,,,,,,,train,994.0
a352a596709b0290d93a3885d2eba3e3,,,,,,,,,,,,,,,,,,,train,787.0
656d9e7223dba740b36e35aa0ed4f52d,,,,,,,,,,,,,,,,,,,train,453.0
86b8e947df9cc7d357e8d5f44a63af0d,,,,,,,,,,,,,,,,,,,train,625.0
622763356d57a821daa53e6de55c1650,,,,,,,,,,,,,,,,,,,train,442.0
d65df1bd230816aa388018e37f239fd6,,,,,,,,,,,,,,,,,,,train,1042.0
2900769185415b5667cb0fc2a28e0e86,,,,,,,,,,,,,,,,,,,train,184.0
0749d03b6d2d1eebb6c24ecb3c36e645,,,,,,,,,,,,,,,,,,,train,26.0
56b9c0086836fe2fca86d773cacaf783,,,,,,,,,,,,,,,,,,,train,381.0
8e207447210b0e85cf086ed5963dfdce,,,,,,,,,,,,,,,,,,,train,677.0
0cc6fc725d4b8818415ddc06823fce98,,,,,,,,,,,,,,,,,,,train,51.0
ca65b4f02d816a9f046e25c56bf551eb,,,,,,,,,,,,,,,,,,,train,984.0
64d4574fec02cfc92b9bf97d4eb1aa25,,,,,,,,,,,,,,,,,,,train,452.0
bb47f622d4728b6a66c246d6d285522b,,,,,,,,,,,,,,,,,,,train,907.0
1c2b0a83d46ae57fb806306a444e165b,,,,,,,,,,,,,,,,,,,train,128.0
328d8260a2f00208b94d5b7ced4ebc1d,,,,,,,,,,,,,,,,,,,train,221.0
